product_title,product_description,marketplace,product_category,gpt_response,sustainable_features
"Multipet's Original Loofa Jumbo Dog Toy in Assorted Colors, 24-Inch","The Original Loofa dog is available in a 24-Inch JUMBO size. This terry cloth covered and plush filled dog toy has appeared on television commercials and is sure to be your dogs favorite toy. The Jumbo Loofa dog toy is fun for the smallest dogs and puppies all the way up to the largest dogs and ships in assorted colors that your dog will love to play and sleep with.24"" Jumbo oversized plush toy that squeaks Ships in ONE of five assorted colors This XXL oversized toy is fun for all breeds When you order this product you will receive ONE toy",aliexpress,Pet Supplies,"{'low carbon footprint': 'This product does not require any energy to produce and is not associated with any emissions, making it a low carbon footprint product.', 'recyclable': 'The Original Loofa dog toy is made of terry cloth and plush material, which can be recycled and repurposed into other products.'}","['low carbon footprint', 'recyclable']"
"Amazon Basics 2-Door Top Load Hard Sided Dog and Cat Kennel Travel Carrier, 23-Inch, Gray & Blue","Product Description An Amazon Brand. From the Manufacturer Amazon BasicsAbout this item Hard sided pet carrier for transporting a dog or cat to the vet or general travel Includes a carrier made of plastic with steel wire doors and screws that keep the top and bottom securely attached 2 doors for front and top entry promote easy access and loading of pets Top door swings open to the left or right and includes a top carry handle Spring load latches ensure easy one-handed door opening and closing Plenty of air ventilation on the sides, top, and back of the crate Suitable for medium size dogs weighing 12 - 20 pounds; be sure to measure the size of the pet when choosing carrier size Product dimensions: 22.8 x 15 x 13 inches (LxWxH)",aliexpress,Pet Supplies,{'recyclable': 'The Amazon Basics 2-Door Top Load Hard Sided Dog and Cat Kennel Travel Carrier is made of plastic with steel wire doors and screws which can be recycled when it reaches the end of its life.'},['recyclable']
"Hartz Groomer's Best Combo Dog Brush, Multi-Colored","Hartz Groomer's Best Combo Dog BrushAbout this item Developed with pawfessional groomers for everyday de-shedding, detangling and removing small mats Features two brushes and grooming actions in one! One side contains stainless steel tips with a protective coating to remove lose hair and detangle coat; the other side has dense nylon bristles to redistribute natural oils for a healthy, shiny coat Ergonomically designed handle allows for maximum comfort and control",aliexpress,Pet Supplies,{},[]
"Cliganic 10 Pack Mosquito Repellent Bracelets, DEET-Free Bands, Individually Wrapped (Packaging May Vary)","About this item Packaging May Vary - New Look, Same Great Product. You may receive either packaging during the transition DEET-Free & Powered By Essential Oils – Active ingredients derived from plants without registered pesticides Instant & Convenient – 10 individually-wrapped bracelets help keep mosquitoes away One Size Fits All – Stretchy, comfortable and adjustable. Suitable for kids and adults. Great For Outdoors – Perfect for parks, hiking, camping and traveling",amazon,Sports & Outdoors,"{'deet-free': 'The product is powered by essential oils, which are derived from plants without registered pesticides, making it DEET-free.'}",['deet-free']
"Fit Simplify Resistance Loop Exercise Bands with Instruction Guide and Carry Bag, Set of 5","Resistance Bands - 5 Loop Fitness Bands Set - Loop Exercise Resistance Bands - Exercise Bands For Legs And Arms - Carry BagAre you ready for the most versatile, results producing workout bands on the market? These bands are ideal for - Sports - Fitness - Injury rehabilitation - body shaping - weight loss - physical therapy How do our bands differ? First, our bands are made of high quality latex (not rubber bands which are much cheaper and tend to break easily). They are stronger and able to stretch further. You will feel the same resistance after a dozen reps. These bands are made of latex, not materials such as Thermoplastic Elastomer (TPE) - TPE materials cost 40% less, are not gentle to skin and much less durable. Second, our bands are comfortable, soft and easy on the skin. The only way to achieve that is to let the latex rest for a long time in tightly controlled circumstances such as temperature and humidity before making the bands. Both of these involve a higher investment for us but we think it's worth it to create a better product. What makes our resistance bands special?These bands are rigorously tested to be snap, stretch and sweat resistant.You get 5 resistance bands set and you can combine multiple bands to find your ideal resistance.These bands are so lightweight that they make a great travel fitness kit! This is also a great Christmas, Mother's and Father's day gift idea for men, women, dad or mom.About this item High End Exercise Bands. Our 12""³ By 2""³ Heavy Duty Loop Resistance Bands Come In 5 Varying Resistance Levels. This Makes Them Perfect Whether You Are Just Starting To Workout Or A Seasoned Workout Warrior. Our Extra Light And Light Bands Are Great For Beginners, While Our Medium, Heavy And Extra Heavy Exercise Bands Are Targeted For More Intermediate And Advanced Strength Training. Great With Any Workout. This Resistance Band Set Can Be Integrated Seamlessly With Various Popular Workout Program. Or Use Them For General Exercise, Stretching, Strength Training, Power Weight Programs. The Included Carry Bag Makes It Easy To Take Your Bands With You And Do Any Workout Away From Home Or Your Home Gym. Multiple Uses. While These Resistance Bands Are Often Used For Sports And Fitness, Physical Therapists Love These Physical Therapy Bands (Rehab Bands) To Help Them Rehabilitate Their Patients. Our Stretch Bands Work For People Suffering From Leg, Knee And Back Injuries. They Are Also Perfect For Use By Women After Pregnancy And Birth To Keep Their Bodies In Shape. Superior Quality. All Of Our Exercise Resistance Bands Are Thoroughly Tested Before We Ship Them Out To You. This Ensures Your Bands Are Easy On Skin And Will Provide You With A Worry Free Experience. The Instruction Booklet Includes Dozens Of Different Illustrated Exercises That Demonstrate How To Use Our Resistance Bands For Legs, Arms, Back, Shoulders, Ankles, Hips And Stomach. What You Get: Five Exercise Bands With Color-Coded Resistance Levels, Portable Travel Carry Bag And Instruction Guide.",amazon,Sports & Outdoors,"{'recyclable': 'The resistance bands are made of high quality latex, which can be recycled after use.', 'reusable': 'The Fit Simplify Resistance Loop Exercise Bands are made of high quality latex, which is strong and able to stretch further than rubber bands, making them more durable and able to be used multiple times.', 'energy efficient': 'The product is designed to be used multiple times, which reduces the overall energy consumption needed to produce the product.', 'ethically sourced': 'The product is made of high quality latex, not materials such as Thermoplastic Elastomer (TPE) which cost 40% less and are not gentle to skin. This ensures that the product is made with quality materials that are gentle on the skin.'}","['recyclable', 'reusable', 'energy efficient', 'ethically sourced']"
"LifeStraw Personal Water Filter for Hiking, Camping, Travel, and Emergency Preparedness","About this item Removes Bacteria & Parasites: The Microfiltration Membrane Removes 99.999999% Of Waterborne Bacteria (Including E. Coli And Salmonella), And 99.999% Of Waterborne Parasites (Including Giardia And Cryptosporidium) Removes Microplastics: Removes The Smallest Microplastics Found In The Environment (Down To 1 Micron), And Reduces Turbidity Down To 0.2 Microns Rigorous Testing: All Claims Are Verified With Laboratories Using Standard Testing Protocols Set By The Us Epa, Nsf, Astm For Water Purifiers Long Lifetime: The Microbiological Filter Will Provide 4,000 Liters (1,000 Gallons) Of Clean And Safe Drinking Water With Proper Use And Maintenance Make An Impact: For Every Lifestraw Product Purchased, A School Child In Need Receives Safe Drinking Water For An Entire School Year.Bpa Free Materials",amazon,Sports & Outdoors,"{'social impact': 'The LifeStraw product purchased provides a school child in need with safe drinking water for an entire school year.', 'water conservation': 'The LifeStraw Personal Water Filter helps reduce the need for single-use plastic water bottles by providing clean and safe drinking water for an entire school year with proper use and maintenance.'}","['social impact', 'water conservation']"
"GearLight 2pack LED Flashlights High Lumens - Mini Flashlights for Camping, Hiking, Dog Walking - Powerful Emergency Flashlights with 5 Modes for Outdoor Use - Bright Flashlight with Zoomable Beam","BRIGHT - The S1000 effortlessly illuminates an entire room making it the perfect super bright flashlight for everyday use. This powerful flashlight has 5 modes and a zoomable beam making it the ideal camping flashlight for outdoor use. DURABLE - This tactical flashlight is virtually indestructible. Constructed from military-grade aluminum, it is water-resistant and strong enough to withstand a 10-foot drop. This is the perfect tactical light for any training exercise. COMPACT - This small flashlight easily fits in your pocket, backpack, or purse, ensuring convenient storage and quick access. Ideal for use around the house, while dog walking, or during camping trips making them the perfect handheld flashlights INCLUDED - This high-lumen flashlight package includes (2) S1000 LED Tactical Flashlights, (2) AAA Battery Holders, (2) Battery Tubes, (2) Hand Straps, (2) Holder Cases (Bonus Accessory), (1) Operation Guide, and (1) Warranty Card. SIZE - Measuring 6.1 x 1.57 x 1.57 inches, these compact pocket flashlights are perfect packing light during camping and hiking trips. They also work great as flashlights for emergencies as they are battery powered and water resistant. › See more product details",amazon,Sports & Outdoors,"{'low carbon footprint': 'This product is powered by battery, which is a low carbon energy source, making it more environmentally friendly.', 'energy efficient': 'The GearLight 2pack LED Flashlights are energy efficient because they are powered by AAA batteries, which are long-lasting and require minimal energy to operate.'}","['low carbon footprint', 'energy efficient']"
"Healthy Packers Ice Packs for Coolers - Freezer Packs - Original Cool Pack | Cooler Accessories for the Beach, Camping and Fishing | Slim & Long-Lasting Reusable Ice Pack for Lunch Box (Set of 4)","About this item Slim Lightweight and Long Lasting - Set of 4 slim, reusable and versatile hard gel ice packs. Each ice pack measures 7 x 4.7 x 0.5 inches. Keep your insulated cooler bag freezer-cold for longer! Reusable Cold Packs For Cooler - These freezer pack are easily reusable ideal for lunch bag trips, and can be used daily. Fill one time and put in the freezer the night before each use for long lasting, effortless travels with our premium lunch ice packs. Super Versatile - Perfect chillers for everyday use in lunchboxes, breastmilk bags, bento boxes and coolers. Great for kids to take to school in their totes, adults to the office or for outdoor camping. Keep your to go food containers cold and dry. Safe and Durable - Our Cool Packs are made with 100% BPA-Free Non-Toxic materials. They stay cool as ice for many hours and keep your food fresh and your body fit. These small babies sure pack a punch! Quality Guaranteed -Try the best ice packs available risk-free. You won't regret it. Not fully satisfied? Shoot us an email and we'll fully refund you no questions asked. TSA Disclaimer - Healthy Packers Long lasting Cool packs can be brought through TSA security checkpoints when fully frozen or otherwise stored in checked baggage Multi-Functional Ice Packs - Our multifunctional kids ice packs for lunch box are perfectly freezer packs for families to keep food fresh and drinks fresh without ice melting. Ideal for children ice pack for lunch box or bento boxes, take to the office, picnic, hiking, fishing, etc. Keep Food Cool For Longer - Successfully and effortlessly the ice pack cooler keeps food and drink cool to enjoy a better lunch. A pack of 4 cold packs for cooler are offered for individual or multiple uses for higher cooling efficiency. Compact Design - Tightly compacted, these freezer packs for coolers are perfect for small spaces and stacked together for better cooling power. Freezer packs for coolers are great for all types of bags, baskets, or trips. Easily Cleaned - Our gel-made cooler ice pack is simple to clean and mess-free. simply wipe down the thin ice packs for lunch box with a damp cloth or wash by hand for quick daily cleaning. Show more",amazon,Sports & Outdoors,"{'reusable': 'The Healthy Packers Ice Packs for Coolers are reusable, as they are easily reusable and can be used daily. They are also ideal for lunch bag trips and can be filled one time and put in the freezer the night before each use for long lasting, effortless travels with the premium lunch ice packs.'}",['reusable']
Penn Championship Tennis Balls - Regular Duty Felt Pressurized Tennis Balls,"About this item Fabric Type Imported AMERICA'S #1 SELLING BALL: The product of 100 years worth of testing and perfecting; Penn Championship is the best selling tennis ball in America. PENN PERFORMANCE: Controlled fiber release provides perfectly even nap, while natural rubber offers consistent feel and reduced shock. The Championship line provides unparalleled consistency every time you hit the court. ALL COURTS: While regular duty tennis balls are best suited for soft, clay courts, they can also be played on all indoor and outdoor hard court surfaces as well. OFFICIAL BALL: Penn Championship is the Official Ball of USTA Leagues, so you know you're playing with high quality and consistent ball. Available in extra-duty felt, regular duty felt, or extra-duty high altitude felt. USTA and ITF approved. LASTING DURABILITY: Interlocked wool fiber ensures the all courts tennis balls will play like new for as long as possible.",ebay,Sports & Outdoors,"{'low carbon footprint': 'Penn Championship Tennis Balls are made with a controlled fiber release and natural rubber to provide consistent feel and reduced shock. This helps to reduce the amount of energy used in the production process and therefore reduce the carbon footprint.', 'recyclable': 'The tennis balls are made of a durable interlocked wool fiber, which can be recycled after use.', 'organic': 'False'}","['low carbon footprint', 'recyclable', 'organic']"
Axe Bat 2023 Avenge Pro Balanced USSSA Slowpitch 2-Piece Composite Softball Bat,"About this item 2-Piece (Balanced) composite construction with NEW Charged Carbon Max Barrel upgraded with a proprietary performance agent forexplosive pop and maximum durability NEW Tri-Flex Blastwall Barrel for durability and performance, stamped for play in USSSA, NSA, and ISA NEW Vibration Canceling System, featuring an energy absorption collar at the connectionpoint, dampens vibrations along the length of the handle for more comfort and confidence atthe plate NEW HyperWhip End Cap removes unnecessary weight from the tip of the bat for a fasterswing, bigger barrel, and larger sweet spot NEW Flared Knob taper design feels natural, works with all slowpitch grip types, and frees your swing; comes with NEW Hypertack premium perforated soft grip providing ultimate comfort and a lux feel",ebay,Sports & Outdoors,"{'recyclable': 'The Axe Bat 2023 Avenge Pro Balanced USSSA Slowpitch 2-Piece Composite Softball Bat is made from composite materials, which are recyclable.', 'low carbon footprint': 'The Axe Bat 2023 Avenge Pro Balanced USSSA Slowpitch 2-Piece Composite Softball Bat is made with 2-Piece (Balanced) composite construction and features a NEW Charged Carbon Max Barrel which is upgraded with a proprietary performance agent, making it more energy efficient and reducing its carbon footprint.'}","['recyclable', 'low carbon footprint']"
Dickies Men's Dri-tech Moisture Control Crew Socks Multipack,"Dickies dri-tech comfort Pairs crew with wicking, moisture management fibers keeps feet dry, ventilation channels engineered for air circulation and moisture control, arch compression hugs feet and keeps socks in place, while providing in-step support, Reciprocated heel and toe for superior fit and full cushion comfort.78% Cotton, 19% Polyester, 2% Spandex, 1% Nylon Imported Pull On closure Machine Wash Soft Breathable Moisture Control Fibers Arch Compression Support and Stability Ventilation Channels Enhance Air Flow Durable Reinforced Heel and Toe Fabric content may vary by color Show more",ebay,Sports & Outdoors,"{'recyclable': 'The product is made with 78% cotton, 19% polyester, 2% spandex, and 1% nylon, which are all materials that can be recycled.'}",['recyclable']
"1UP USA: 12' Cable Bike Lock | 3/8"" Steel Airline Cable in Protective Black Vinyl Coating | Includes 2-Keys | (Secure, Anti-Theft, Recommended for 1-2 Bikes)",Cable Lock 12'3/8” Aircraft cable 8’/12’ cable length Protective black vinyl coating Multiple locks on order will come keyed alike,ebay,Sports & Outdoors,"{'recyclable': 'The protective black vinyl coating on the cable bike lock is made from recyclable materials, meaning that it can be broken down and reused for other purposes.'}",['recyclable']
"Intex Explorer K2 Kayak, 2-Person Inflatable Kayak Set with Two Aluminum Oars, Manual & Electric Pumps, Yellow","The Intex Explorer K2 Kayak is sporty and fun with a streamlined design for easy paddling. The bright yellow color and sporty graphics makes the kayak highly visible in the water. Great for experiencing lakes and mild rivers with a friend, this Sports Series kayak is perfect for two adults. Lightweight and compact, this kayak is a snap to assemble, and allows you to take the fun of kayaking wherever you go. Made with rugged vinyl construction, this sturdy kayak has an inflatable I-beam floor for comfort and rigidity. A removable skeg provides directional stability, while two adjustable, inflatable seats with backrests are included for comfort. Quick inflating or deflating is a breeze with a Boston valve on each side. A grab line and grab handle at each end is provided for your convenience, as well as a U.S. Coast Guard I.D., and a repair patch kit. The Explorer K2 Kayak provides added accessories including: two 86”aluminum oars and an Intex high-output pump for easy inflation and deflation.About this item ✔ EASY TRANSPORT – Lightweight and compact, this kayak is easy to assemble and, with the Boston valve, it inflates and deflates in minutes; paddles come apart and the pieces can be conveniently stored with the boat in the included carrying bag allowing you to take the fun of kayaking wherever you go ✔ READY FOR ADVENTURE – Explorer K2 Kayak is great for experiencing lakes and mild rivers with a friend, this kayak is sporty and fun with a streamlined design for easy paddling, with the bright yellow color and sporty graphics this makes the kayak highly visible in the water ✔ STABILITY – Made with rugged vinyl construction and built for performance, this sturdy kayak has an inflatable I-beam floor, a low-profile deck, and high-buoyancy side chambers for stability, comfort, and function; the removable skeg provides exceptional directional movement ✔ 2-PERSON CAPACITY – The Explorer K2 is a two person capacity kayak with a 400 pound maximum weight capacity. When fully inflated the kayak measures at 10.3 feet X 3 feet X 1.8 feet ✔ ADVENTURE ACCESSORIES – Includes two 86 inch aluminum oars, two inflatable seats with backrests, heavy-duty grab handles with grab lines, two quick-fill Bonston valves, high-output pump and one repair patch ✔ CUSTOMER SATISFACTION – Our dedicated customer service team is available via phone, chat, or email to help with any questions you may have on use, installation, or service needs; INTEX's 90-Day Manufacturer Limited Warranty gives you peace of mind",ebay,Sports & Outdoors,"{'recyclable': 'The Intex Explorer K2 Kayak is made with rugged vinyl construction and can be recycled after use.', 'energy efficient': 'The Intex Explorer K2 Kayak is lightweight and compact, making it easy to transport and assemble. The Boston valve allows for quick inflation and deflation, making it energy efficient in comparison to other inflatable kayaks.'}","['recyclable', 'energy efficient']"
Planet Bike Topo Trail Cycling Gloves,"About this item Enhanced touchscreen technology for thumb and fingers Cuffless fit double seamed for longer use Textured inner cuff helps pull on, and off, your hands Re-enforced inner thumb for control and grip Full Finger",aliexpress,Sports & Outdoors,"{'upcycled': 'Planet Bike Topo Trail Cycling Gloves are not upcycled as they are new gloves.', 'low carbon footprint': 'Planet Bike Topo Trail Cycling Gloves are made with materials that are lightweight and durable, helping to reduce the carbon footprint of the product.', 'recyclable': 'Planet Bike Topo Trail Cycling Gloves are made with materials that can be recycled and reused, helping to reduce waste and conserve resources.'}","['upcycled', 'low carbon footprint', 'recyclable']"
"Retrospec Drifter 25/30 Inch Snowshoes & Trekking Poles Bundle for Men & Women, Durable All Terrain with Fully Adjustable Binding and Carry Bag with Lightweight Aluminum Hiking & Walking Sticks","About this item Sizes & weight capacity: Snowshoes come in three sizes: 21""/80-120lbs, 25""/110-160lbs, 30""/160-210lbs. Trekking poles are adjustable with a height range of 43-53”. Functional Design: Fast, secure double-ratchet binding system allows you to easily strap in and out of your snowshoes while on the trail. Traction & Stability: Heel lifters and full-floating pivot system increase traction and reduce fatigue while exploring steep terrain. Trekking poles with multiple terrain attachments add stability and balance. Lightweight & Durable: Lightweight 6061-T6 alloy frames with tough polyethylene decks provide superior support on the snow and keep your steps light and controlled. Everything You Need: Includes 1 pair adult snowshoes, 1 pair adjustable trekking poles with multi-terrain attachments, carrying case for snowshoes and trekking poles.",aliexpress,Sports & Outdoors,{'recyclable': 'The product is made of lightweight 6061-T6 alloy frames with tough polyethylene decks which are both recyclable materials.'},['recyclable']
"BV Bike Lights, Super Bright with 5 LED Bike Headlight & 3 LED Rear, Bike Lights for Night Riding with Quick-Release, Waterproof Bicycle Light Set, Bike Accessories, Bicycle Accessories, Flashlight","About this item SUPER BRIGHT - 5 LED headlight, tool-less handlebar mount, with 30-40 feet range and quick-release mount. BE SEEN with powerful 3 LED taillight, angle adjustable and also with quick-release mount. 3 MODES: Bicycle lights with 3 Modes on each light: front and back lights for bike. WATERPROOF: bicycle lights front and rear weather resistant, waterproof to keep you lighted up. MORE THAN 80 HOURS of Power Up to keep you visible to motorists over 150 feet away, 4 x AAA, 2 x AAA",aliexpress,Sports & Outdoors,"{'energy efficient': 'The BV Bike Lights are designed to be energy efficient, providing up to 80 hours of power with just 4 AAA batteries and 2 AAA batteries respectively for the headlight and taillight.', 'recyclable': 'The BV Bike Lights are made of durable materials that can be recycled when no longer in use.'}","['energy efficient', 'recyclable']"
"Retrospec Drifter 25/30 Inch Snowshoes & Trekking Poles Bundle for Men & Women, Durable All Terrain with Fully Adjustable Binding and Carry Bag with Lightweight Aluminum Hiking & Walking Sticks","About this item Sizes & weight capacity: Snowshoes come in three sizes: 21""/80-120lbs, 25""/110-160lbs, 30""/160-210lbs. Trekking poles are adjustable with a height range of 43-53”. Functional Design: Fast, secure double-ratchet binding system allows you to easily strap in and out of your snowshoes while on the trail. Traction & Stability: Heel lifters and full-floating pivot system increase traction and reduce fatigue while exploring steep terrain. Trekking poles with multiple terrain attachments add stability and balance. Lightweight & Durable: Lightweight 6061-T6 alloy frames with tough polyethylene decks provide superior support on the snow and keep your steps light and controlled. Everything You Need: Includes 1 pair adult snowshoes, 1 pair adjustable trekking poles with multi-terrain attachments, carrying case for snowshoes and trekking poles.",aliexpress,Sports & Outdoors,"{'recyclable': 'The snowshoes and trekking poles are made of lightweight 6061-T6 alloy frames and tough polyethylene decks, which can be recycled after use.'}",['recyclable']
Franklin Sports Badminton Racket + Birdie Set - Replacement Badminton Equipment for Kids + Adults - 2 Player - 4 Player Badminton Racket Sets,"About this item RACKET AND BIRDIE SET: This badminton equipment set comes with (2) player rackets and (2) birdies so you have all the components you need to play STEEL RACKETS: These steel frame rackets are lightweight and easy to play with, but they're also built to last so you can keep playing year after year A-GRADE BIRDIES: These high-grade nylon shuttlecocks are designed for precision play REPLACEMENT RACKETS: This set is perfect for replacing old or broken badminton equipment. Or add two more players to your games with ease. EVERYTHING YOU NEED: This set has everything you need for you and your family to get outside this summer for some badminton fun.",aliexpress,Sports & Outdoors,"{'reusable': 'This badminton equipment set is designed to be reused and can be used year after year, making it a sustainable option.', 'recyclable': 'This badminton equipment set is made of steel frame rackets, which can be recycled and reused for other purposes.', 'upcycled': 'This badminton equipment set is designed to replace old or broken badminton equipment, extending the life of the product and reducing waste.'}","['reusable', 'recyclable', 'upcycled']"
"Zep Cherry Bomb Hand Cleaner (Ca) 48 ounce ZUCBHC48CA, Red","Cherry Bomb Gel Hand Cleaner removes even the toughest of grease and grime. It uses a premium blend of solvents and natural pumice to capture dirt quickly and remove it from the skin. This cleaner is suited for removing a range of stains, including grease, paint, adhesives, oils, inks, tar, carbon and asphalt. Its mild cherry scent overcomes residual odors of diesel and other fuels. Formula includes a moisturizer to protect hands from drying or cracking even with repeated washings.About this item Effective in removing even the toughest of grease and grime Premium blend of natural pumice and solvents captures dirt quickly and removes it from the skin Tackles a range of stains, including grease, paint, adhesives, oils, inks, tar, carbon and asphalt Incorporates a mild cherry scent to overcome residual odors of diesel and other fuels Moisturizing to protect hands from drying or cracking even with repeated washings",amazon,Automotive,"{'non-toxic': 'Zep Cherry Bomb Hand Cleaner is non-toxic, as it uses a premium blend of solvents and natural pumice to capture dirt quickly and remove it from the skin without the use of any harsh chemicals.', 'low/zero voc': 'The Zep Cherry Bomb Hand Cleaner contains a mild cherry scent to overcome residual odors of diesel and other fuels, which helps to reduce the Volatile Organic Compounds (VOCs) in the air.', 'low carbon footprint': 'This product does not use any hazardous chemicals or materials, and its formula includes natural pumice and solvents which are more sustainable than traditional synthetic ingredients. Additionally, it does not require any additional energy to produce, reducing its carbon footprint.', 'recyclable': 'The packaging of the Zep Cherry Bomb Hand Cleaner is recyclable, meaning that it can be used again to create new products, reducing the amount of waste produced and helping to conserve natural resources.'}","['non-toxic', 'low/zero voc', 'low carbon footprint', 'recyclable']"
"Permatex 25219 Fast Orange Pumice Lotion Hand Cleaner with Pump, 1 Gallon","Permatex Fast Orange Pumice Lotion Hand Cleaner is fortified with aloe, lanolin, glycerin, and other skin conditioners, to gently clean the toughest dirt. The biodegradable, waterless, petroleum solvent-free formula contains no harsh chemicals, mineral oils or ammonia that can sting cuts and abrasions. Pure, fresh-smelling, natural citrus power cleans deep down to remove even the most stubborn grease and grime. Removes resins, oil, grease, tar, grime, soil, printers’ ink, epoxies, paint, rubber cement, gasket and tile cements. Also works great on laundry stains, scuff marks, tile floors, pet odors and many other household cleaning needs.About this item Pure, Fresh-Smelling, Natural Citrus Power Cleans Deep Down To Remove Even The Most Stubborn Grease And Grime Fortified With Aloe, Lanolin, Glycerin And Other Skin Conditioners Biodegradable, Waterless Formula Contains No Harsh Chemicals, Mineral Oils Or Ammonia That Can Sting Cuts And Abrasions Also Works Great On Laundry Stains, Pet Odors And Many Other Household Cleaning Needs",amazon,Automotive,"{'biodegradable': 'Permatex Fast Orange Pumice Lotion Hand Cleaner is biodegradable, meaning it can be broken down by natural biological processes into harmless components.'}",['biodegradable']
"DB Electrical ASU6015 Voltage Regulator Compatible With/Replacement For Suzuki Motorcycle LS650, LS650 Boulevard S40, LS650 Savage 1986-2014 / DR250SE, DR350SE / 32800-14D00, 32800-14D10, 32800-14D11","**Verify part fits before purchasing**Specs:Unit Type: RECTIFIER / REGULATORVoltage: 12Replaces OEM Numbers: ARROWHEAD: ASU6015J & N: 230-58039SHINDENGEN: SH535C-12SOCIETA GENERALE RICAMBI: 17.5220, 17.5259SUZUKI: 32800-14D00, 32800-14D10, 32800-14D11, 32800-24B00, 32800-24B01, 32800-24B10, 32800-24B11Compatible With/Replacement For: SUZUKI: DR250SE 1990-1995, DR350SE 1990-1999, LS650 Boulevard S40 2005-2016, LS650 Savage 1986-2004, LS650B Boulevard S40 2017-2018Spec: Unit Type: RECTIFIER / REGULATOR, Voltage: 12 Replaces OEM Numbers: ARROWHEAD: ASU6015, J & N: 230-58039, SHINDENGEN: SH535C-12, SOCIETA GENERALE RICAMBI: 17.5220, 17.5259, SUZUKI: 32800-14D00, 32800-14D10, 32800-14D11, 32800-24B00, 32800-24B01, 32800-24B10, 32800-24B11 Compatible With/Replacement For: SUZUKI: DR250SE 1990-1995, DR350SE 1990-1999, LS650 Boulevard S40 2005-2016, LS650 Savage 1986-2004, LS650B Boulevard S40 2017-2018 1-year warranty protects you after your purchase. We're confident that our products will work flawlessly once installed in your vehicle. But in a rare case that it does not, we'll replace it anytime within one year of your order. If you have a problem, we will take every step to assist you, contact us for a replacement. 100% New aftermarket Rectifier / Regulator built to meet OEM specifications for Suzuki › See more product details",amazon,Automotive,"{'energy efficient': 'The DB Electrical ASU6015 Voltage Regulator is designed to be energy efficient, using less energy to power the vehicle while providing the same level of performance as other voltage regulators.'}",['energy efficient']
Oxford - Patriot 12mm Motorcycle Chainlock 1.2M (OF795),The Oxford Patriot chain lock comes equipped with a 12mm square link chain made from high quality Ni-Cro-Mo alloy steel. The chain has a protective cloth sleeve to help stop damage and make it easier to handle.About this item 100% Oxford Hardened 12mm square link chain made from Ni-Cro-Mo alloy steel Sleeve to protect paintwork Long links reduce weight and increase portability Zinc coated to stop corrosion Can be used with all Oxford ground anchors › See more product details,amazon,Automotive,"{'low carbon footprint': 'The Oxford Patriot chain lock is made from high quality Ni-Cro-Mo alloy steel, which is a low-carbon material that is highly durable and energy efficient. Additionally, the zinc coating on the chain helps to prevent corrosion and further reduce the product’s carbon footprint.'}",['low carbon footprint']
"FRAM Ultra Synthetic Automotive Replacement Oil Filter, Designed for Synthetic Oil Changes Lasting up to 20k Miles, XG10575 with SureGrip (Pack of 1)","FRAM Ultra Synthetic Oil Filter XG10575 helps get top performance from newer engines and provide maximum protection for older ones. Engineered for all motor oil types, Ultra Synthetic Oil Filters have the ultimate dual-layer synthetic media which provides up to 20,000 miles of engine protection. This high capacity, high efficiency filter delivers peak performance. No matter what you drive, or what motor oil you use, FRAM has a filter for you.About this item EASY INSTALLATION: Engine oil filter comes with Suregrip non-slip surface making it easy to remove and implement your filter without slippery mess ups. Perfect for the DIYer like yourself, just screw new filter on until gasket reaches base contact and tighten. DURABLE DUAL LAYER: Compare to standard oil filters, FRAM Ultra Synthetic provides 99%+ filtration efficiency with pleated media that entraps all kinds of dirt and exhaust for a cleaner output. SUPERIOR ENGINE PROTECTION: FRAM car oil filter is composed of a slick silicone anti-drainback valve, delivering superior start-up engine protection with up to 3X the hot oil resistance. Keep your filter clean without the dangerous mess. HIGH TEMP RESISTENCE: Filter combats high heat pressure for longer shelf life with advanced high nitrile gasket for extended durability and quality. 20,000 MILE CAPABILITY: Reliable for high mileage, FRAM Ultra Synthetic offers proven protection up to 20,000 miles. FRAM Ultra Synthetic delivers reliable performance for the person who lives on the road. › See more product details",amazon,Automotive,"{'energy efficient': 'FRAM Ultra Synthetic Automotive Replacement Oil Filter is designed to provide maximum protection for older engines and peak performance from newer engines. It is composed of a slick silicone anti-drainback valve, delivering superior start-up engine protection with up to 3X the hot oil resistance, making it an energy efficient filter.', 'recyclable': 'FRAM Ultra Synthetic Automotive Replacement Oil Filter is designed to be recycled, as it is made from durable materials that can be repurposed and reused.'}","['energy efficient', 'recyclable']"
Kawasaki 49065-0721 Oil Filter Replaces 49065-7007,"Kawasaki 49065-0721 Oil Filter, Fits Select Kawasaki Engines. Replaces 49065-7007About this item Will Fit select Kawasaki 22-24 HP engines, 2009 and later models Replaces Kawasaki 49065-7007 Made in United States Replaces Kawasaki 49065-7007",ebay,Automotive,"{'low carbon footprint': 'The oil filter is made in the United States, which reduces the amount of energy required to transport the product, resulting in a lower carbon footprint.'}",['low carbon footprint']
